,cell_types,Sample_ID,condition
HNSCC16_P12_HNSCC16_P12_C12,T cell,oscc16,N0_pri
HNSCC16_P12_HNSCC16_P12_H02,T cell,oscc16,N0_pri
HNSCC16_P12_HNSCC16_P12_F03,T cell,oscc16,N0_pri
HNSCC16_P12_HNSCC16_P12_D10,T cell,oscc16,N0_pri
HNSCC16_P12_HNSCC16_P12_H10,T cell,oscc16,N0_pri
HNSCC16_P12_HNSCC16_P12_A06,T cell,oscc16,N0_pri
HNSCC16_P12_HNSCC16_P12_C10,T cell,oscc16,N0_pri
HNSCC16_P12_HNSCC16_P12_C04,T cell,oscc16,N0_pri
HNSCC16_P12_HNSCC16_P12_F05,T cell,oscc16,N0_pri
HNSCC16_P12_HNSCC16_P12_A04,T cell,oscc16,N0_pri
HNSCC16_P12_HNSCC16_P12_F11,T cell,oscc16,N0_pri
HNSCC16_P12_HNSCC16_P12_C06,T cell,oscc16,N0_pri
HNSCC16_P12_HNSCC16_P12_B03,T cell,oscc16,N0_pri
HNSCC16_P12_HNSCC16_P12_H06,T cell,oscc16,N0_pri
HNSCC16_P12_HNSCC16_P12_D04,T cell,oscc16,N0_pri
HNSCC16_P12_HNSCC16_P12_H03,T cell,oscc16,N0_pri
HNSCC16_P12_HNSCC16_P12_A02,T cell,oscc16,N0_pri
HNSCC16_P12_HNSCC16_P12_G07,T cell,oscc16,N0_pri
HNSCC16_P12_HNSCC16_P12_F06,T cell,oscc16,N0_pri
HNSCC16_P12_HNSCC16_P12_E03,T cell,oscc16,N0_pri
HNSCC16_P12_HNSCC16_P12_H12,T cell,oscc16,N0_pri
HNSCC16_P12_HNSCC16_P12_F12,T cell,oscc16,N0_pri
HNSCC12_p19_HNSCC12_P19_F03,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_G07,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_G04,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_E06,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_B07,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_F02,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_E11,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_F10,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_D08,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_G05,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_B01,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_C09,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_E10,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_E09,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_E07,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_D12,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_H10,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_G08,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_D09,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_B08,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_H09,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_B05,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_G09,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_B12,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_H11,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_H03,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_G03,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_E02,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_F07,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_B06,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_C05,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_H07,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_E12,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_E03,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_A09,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_C11,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_D07,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_B09,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_H05,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_A11,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_F09,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_C04,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_G06,T cell,oscc12,N0_pri
HNSCC12_p19_HNSCC12_P19_E05,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_C06,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_B09,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_D01,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_A02,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_B07,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_E11,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_D09,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_D11,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_E06,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_F05,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_G02,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_H06,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_C02,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_D03,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_B05,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_H03,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_A12,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_H10,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_B08,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_C10,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_D07,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_B11,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_E10,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_G05,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_C01,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_E12,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_B04,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_H04,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_B02,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_A08,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_C03,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_G11,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_F10,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_A01,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_G06,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_A05,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_A07,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_E07,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_H09,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_E08,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_G04,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_B03,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_C08,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_G01,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_E04,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_H08,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_C12,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_G09,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_D04,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_H07,T cell,oscc12,N0_pri
HNSCC12_p20_HNSCC12_P20_G12,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_F12,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_C05,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_D02,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_G05,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_E05,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_B07,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_G07,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_H07,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_D08,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_A07,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_D03,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_C04,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_C09,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_F03,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_H01,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_F11,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_B09,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_F07,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_H05,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_H06,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_C03,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_C10,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_C12,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_D06,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_B05,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_H08,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_E02,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_C11,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_D04,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_C02,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_D09,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_F09,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_A12,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_D12,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_G08,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_E10,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_D10,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_C08,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_H03,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_E03,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_G06,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_G10,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_A01,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_B01,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_E11,T cell,oscc12,N0_pri
HNSCC12_p18_HNSCC12_P18_C01,T cell,oscc12,N0_pri
HNSCC8_1ant_HNSCC8_1ant_H01,EC,oscc8,N0_pri
HNSCC8_1ant_HNSCC8_1ant_E01,EC,oscc8,N0_pri
HNSCC8_1ant_HNSCC8_1ant_A09,EC,oscc8,N0_pri
HNSCC8_1ant_HNSCC8_1ant_F04,EC,oscc8,N0_pri
HNSCC8_1ant_HNSCC8_1ant_G11,EC,oscc8,N0_pri
HNSCC8_1ant_HNSCC8_1ant_C09,EC,oscc8,N0_pri
HNSCC8_1ant_HNSCC8_1ant_G04,EC,oscc8,N0_pri
HNSCC8_1ant_HNSCC8_1ant_A04,EC,oscc8,N0_pri
HNSCC8_1ant_HNSCC8_1ant_C12,EC,oscc8,N0_pri
HNSCC8_1ant_HNSCC8_1ant_G02,EC,oscc8,N0_pri
HNSCC8_1ant_HNSCC8_1ant_C10,EC,oscc8,N0_pri
HNSCC8_1ant_HNSCC8_1ant_B07,EC,oscc8,N0_pri
HNSCC8_1ant_HNSCC8_1ant_C06,EC,oscc8,N0_pri
HNSCC8_1ant_HNSCC8_1ant_E05,EC,oscc8,N0_pri
HNSCC8_1ant_HNSCC8_1ant_E04,EC,oscc8,N0_pri
HNSCC8_1ant_HNSCC8_1ant_E10,EC,oscc8,N0_pri
HNSCC8_1ant_HNSCC8_1ant_F12,Mac,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_E09,EC,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_C11,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_F01,EC,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_D05,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_G05,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_C09,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_B07,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_A04,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_D06,B cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_G08,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_F10,EC,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_E12,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_E11,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_E02,EC,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_C08,EC,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_D07,EC,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_D08,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_C01,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_B02,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_H11,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_F07,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_A03,EC,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_C07,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_H08,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_F08,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_H07,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_H02,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_B05,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_C05,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_F04,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_F12,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_B09,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_G03,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_C02,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_C12,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_B08,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_H01,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_E03,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_B12,EC,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_C06,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_A11,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_E10,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_H06,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_G12,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_D09,EC,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_F03,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_A02,EC,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_H10,EC,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_C04,B cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_A10,Mst,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_H09,T cell,oscc8,N0_pri
HNSCC8_RLN_HNSCC8_RLNI_G04,Mst,oscc8,N0_pri
HNSCC17_P4_G02_S170_comb,Mst,oscc17,N0_pri
HN25_P25_C01_S313_comb,B cell,oscc25,LNM_met
HN25_P23_C01_S217_comb,B cell,oscc25,LNM_met
HN25_P5_B06_S18_comb,Myo,oscc25,LNM_pri
HN26_P25_A07_S103_comb,Mac,oscc26,LNM_met
HN28_P6_C01_S121_comb,EC,oscc28,LNM_pri
HN25_P23_H02_S278_comb,B cell,oscc25,LNM_met
HN25_P24_B12_S120_comb,T cell,oscc25,LNM_met
HN28_P15_B10_S310_comb,B cell,oscc28,LNM_met
HN25_P25_B08_S308_comb,DC,oscc25,LNM_met
HN26_P13_G06_S174_comb,B cell,oscc26,LNM_met
HN25_P25_C02_S314_comb,B cell,oscc25,LNM_met
HN26_P13_A02_S98_comb,DC,oscc26,LNM_met
HN25_P25_E01_S337_comb,B cell,oscc25,LNM_met
HN25_P23_A12_S204_comb,B cell,oscc25,LNM_met
HN25_P5_G12_S84_comb,Mst,oscc25,LNM_pri
HN28_P15_C05_S317_comb,T cell,oscc28,LNM_met
HN25_P23_A08_S200_comb,Mac,oscc25,LNM_met
HN25_P24_D09_S141_comb,B cell,oscc25,LNM_met
HN25_P25_F03_S351_comb,B cell,oscc25,LNM_met
HN25_P5_A09_S9_comb,Myo,oscc25,LNM_pri
HN28_P15_E11_S347_comb,B cell,oscc28,LNM_met
HN28_P15_B03_S303_comb,B cell,oscc28,LNM_met
HN26_P6_G04_S76_comb,T cell,oscc26,LNM_pri
HN28_P15_D03_S327_comb,B cell,oscc28,LNM_met
HN28_P15_H01_S373_comb,EC,oscc28,LNM_met
HN25_P23_F07_S259_comb,B cell,oscc25,LNM_met
HN25_P25_E09_S345_comb,Mst,oscc25,LNM_met
HN26_P26_G10_S370_comb,DC,oscc26,LNM_met
HN25_P5_H11_S95_comb,Myo,oscc25,LNM_pri
HN26_P6_B09_S21_comb,T cell,oscc26,LNM_pri
HN25_P23_D03_S231_comb,Mst,oscc25,LNM_met
HNSCC26_P12_E08_S248_comb,Mac,oscc26,LNM_met
HN26_P5_C12_S36_comb,Mst,oscc26,LNM_pri
HN25_P5_G04_S76_comb,T cell,oscc25,LNM_pri
HN25_P5_C11_S35_comb,DC,oscc25,LNM_pri
HN25_P5_E03_S51_comb,T cell,oscc25,LNM_pri
HN26_P26_B05_S305_comb,T cell,oscc26,LNM_met
HN28_P15_H04_S376_comb,B cell,oscc28,LNM_met
HN26_P26_C09_S321_comb,Mac,oscc26,LNM_met
HN25_P5_F06_S66_comb,Mst,oscc25,LNM_pri
HN25_P5_B08_S20_comb,Mst,oscc25,LNM_pri
HN28_P15_G05_S365_comb,B cell,oscc28,LNM_met
HN25_P5_C03_S27_comb,Mst,oscc25,LNM_pri
HN28_P15_G02_S362_comb,B cell,oscc28,LNM_met
HNSCC26_P24_A06_S294_comb,T cell,oscc26,LNM_met
HN25_P24_H12_S192_comb,DC,oscc25,LNM_met
HN23_P11_D10_S46_comb,T cell,oscc23,LNM_pri
HN23_P11_B04_S16_comb,T cell,oscc23,LNM_pri
HN28_P3P4_A03_S3_comb,Myo,oscc28,LNM_pri
HN28_P5_A11_S203_comb,EC,oscc28,LNM_pri
HN28_P14_H04_S184_comb,B cell,oscc28,LNM_met
HN23_P11_A04_S4_comb,T cell,oscc23,LNM_pri
HN23_P11_B07_S19_comb,T cell,oscc23,LNM_pri
HN23_P11_C01_S25_comb,T cell,oscc23,LNM_pri
HN23_P11_C09_S33_comb,T cell,oscc23,LNM_pri
HN23_P11_H03_S87_comb,T cell,oscc23,LNM_pri
HN23_P11_E09_S57_comb,T cell,oscc23,LNM_pri
HN23_P11_C07_S31_comb,T cell,oscc23,LNM_pri
HN23_P11_B10_S22_comb,T cell,oscc23,LNM_pri
HN28_P14_B05_S113_comb,B cell,oscc28,LNM_met
HN23_P11_G07_S79_comb,T cell,oscc23,LNM_pri
HN28_P3P4_G03_S75_comb,EC,oscc28,LNM_pri
HN23_P11_G12_S84_comb,T cell,oscc23,LNM_pri
HN28_P14_E06_S150_comb,EC,oscc28,LNM_met
HN23_P11_B08_S20_comb,T cell,oscc23,LNM_pri
HN28_P14_C01_S121_comb,B cell,oscc28,LNM_met
HN23_P11_A12_S12_comb,T cell,oscc23,LNM_pri
HN23_P11_G05_S77_comb,T cell,oscc23,LNM_pri
HN28_P14_B08_S116_comb,B cell,oscc28,LNM_met
HN28_P3P4_E02_S50_comb,Myo,oscc28,LNM_pri
HN28_P14_C09_S129_comb,EC,oscc28,LNM_met
HN28_P14_B04_S112_comb,B cell,oscc28,LNM_met
HN23_P11_B05_S17_comb,T cell,oscc23,LNM_pri
HN28_P14_A08_S104_comb,Mac,oscc28,LNM_met
HN23_P11_G09_S81_comb,T cell,oscc23,LNM_pri
HN23_P11_G08_S80_comb,T cell,oscc23,LNM_pri
HN23_P11_H12_S96_comb,T cell,oscc23,LNM_pri
HN23_P11_A08_S8_comb,T cell,oscc23,LNM_pri
HN28_P14_A02_S98_comb,EC,oscc28,LNM_met
HN23_P11_E01_S49_comb,T cell,oscc23,LNM_pri
HN23_P11_B01_S13_comb,T cell,oscc23,LNM_pri
HN28_P3P4_B10_S22_comb,Myo,oscc28,LNM_pri
HN23_P11_F01_S61_comb,T cell,oscc23,LNM_pri
HN23_P11_E08_S56_comb,T cell,oscc23,LNM_pri
HN23_P11_D09_S45_comb,T cell,oscc23,LNM_pri
HN23_P11_D04_S40_comb,T cell,oscc23,LNM_pri
HN28_P3P4_B11_S23_comb,EC,oscc28,LNM_pri
HN23_P11_E04_S52_comb,T cell,oscc23,LNM_pri
HN23_P11_F09_S69_comb,T cell,oscc23,LNM_pri
HN23_P11_C04_S28_comb,T cell,oscc23,LNM_pri
HN23_P11_H04_S88_comb,T cell,oscc23,LNM_pri
HN28_P14_A04_S100_comb,B cell,oscc28,LNM_met
HN28_P3P4_A02_S2_comb,Mac,oscc28,LNM_pri
HN23_P11_H11_S95_comb,T cell,oscc23,LNM_pri
HN23_P11_E10_S58_comb,T cell,oscc23,LNM_pri
HN23_P11_B12_S24_comb,T cell,oscc23,LNM_pri
HN28_P14_D10_S142_comb,B cell,oscc28,LNM_met
HN23_P11_E11_S59_comb,T cell,oscc23,LNM_pri
HN23_P11_E07_S55_comb,T cell,oscc23,LNM_pri
HN23_P11_G06_S78_comb,T cell,oscc23,LNM_pri
HN23_P11_D11_S47_comb,T cell,oscc23,LNM_pri
HN23_P11_G11_S83_comb,T cell,oscc23,LNM_pri
HN23_P11_E12_S60_comb,T cell,oscc23,LNM_pri
HN23_P11_F03_S63_comb,T cell,oscc23,LNM_pri
HN28_P3P4_D10_S46_comb,Myo,oscc28,LNM_pri
HN23_P11_C03_S27_comb,T cell,oscc23,LNM_pri
HN23_P11_A09_S9_comb,T cell,oscc23,LNM_pri
HN23_P11_D07_S43_comb,T cell,oscc23,LNM_pri
HN28_P5_C01_S217_comb,Myo,oscc28,LNM_pri
HN28_P3P4_E12_S60_comb,Myo,oscc28,LNM_pri
HN23_P11_E03_S51_comb,T cell,oscc23,LNM_pri
HN23_P11_G10_S82_comb,T cell,oscc23,LNM_pri
HN28_P3P4_F07_S67_comb,EC,oscc28,LNM_pri
HN23_P11_H10_S94_comb,T cell,oscc23,LNM_pri
HN23_P11_A07_S7_comb,T cell,oscc23,LNM_pri
HN23_P11_G02_S74_comb,T cell,oscc23,LNM_pri
HN23_P11_D03_S39_comb,T cell,oscc23,LNM_pri
HN23_P11_B06_S18_comb,T cell,oscc23,LNM_pri
HN23_P11_B11_S23_comb,T cell,oscc23,LNM_pri
HN28_P14_C12_S132_comb,Mst,oscc28,LNM_met
HN28_P3P4_B03_S15_comb,EC,oscc28,LNM_pri
HN25_P13P30_G05_S269_comb,T cell,oscc25,LNM_met
HN25_P13P30_C07_S223_comb,T cell,oscc25,LNM_pri
HN25_P13P30_G03_S267_comb,T cell,oscc25,LNM_met
HN25_P13P30_F09_S261_comb,T cell,oscc25,LNM_met
HN25_P13P30_C05_S221_comb,T cell,oscc25,LNM_pri
HN25_P13P30_C03_S219_comb,T cell,oscc25,LNM_pri
HN25_P13P30_D11_S239_comb,T cell,oscc25,LNM_pri
HN25_P13P30_A10_S202_comb,T cell,oscc25,LNM_pri
HN25_P13P30_D03_S231_comb,T cell,oscc25,LNM_pri
HN25_P13P30_C11_S227_comb,T cell,oscc25,LNM_pri
HN25_P13P30_A05_S197_comb,T cell,oscc25,LNM_pri
HN25_P13P30_D06_S234_comb,T cell,oscc25,LNM_pri
HN25_P13P30_E05_S245_comb,T cell,oscc25,LNM_met
HN25_P13P30_C06_S222_comb,T cell,oscc25,LNM_pri
HN25_P13P30_A08_S200_comb,T cell,oscc25,LNM_pri
HN25_P13P30_B09_S213_comb,T cell,oscc25,LNM_pri
HN25_P13P30_A03_S195_comb,T cell,oscc25,LNM_pri
HN25_P13P30_B10_S214_comb,T cell,oscc25,LNM_pri
HN25_P13P30_B03_S207_comb,T cell,oscc25,LNM_pri
HN25_P13P30_C10_S226_comb,T cell,oscc25,LNM_pri
HN25_P13P30_F12_S264_comb,T cell,oscc25,LNM_met
HN25_P13P30_E01_S241_comb,T cell,oscc25,LNM_met
HN25_P13P30_B08_S212_comb,T cell,oscc25,LNM_pri
HN25_P13P30_B04_S208_comb,T cell,oscc25,LNM_pri
HN25_P13P30_E07_S247_comb,T cell,oscc25,LNM_met
HN25_P13P30_C04_S220_comb,T cell,oscc25,LNM_pri
HN25_P13P30_A01_S193_comb,T cell,oscc25,LNM_pri
HN25_P13P30_A09_S201_comb,T cell,oscc25,LNM_pri
HN25_P13P30_D10_S238_comb,T cell,oscc25,LNM_pri
HN25_P13P30_A12_S204_comb,T cell,oscc25,LNM_pri
HN25_P13P30_C08_S224_comb,T cell,oscc25,LNM_pri
HN25_P13P30_B05_S209_comb,T cell,oscc25,LNM_pri
HN25_P13P30_F07_S259_comb,T cell,oscc25,LNM_met
