,cell_types,Sample_ID,condition
HNSCC16_P5_HNSCC16_P5_A01,CRC,oscc16,N0_pri
HNSCC16_P5_HNSCC16_P5_D01,CRC,oscc16,N0_pri
HNSCC16_P5_HNSCC16_P5_B11,CRC,oscc16,N0_pri
HNSCC16_P4_HNSCC16_P4_F09,CRC,oscc16,N0_pri
HNSCC16_P4_HNSCC16_P4_B10,CRC,oscc16,N0_pri
HNSCC16_P4_HNSCC16_P4_F01,CRC,oscc16,N0_pri
HNSCC16_P4_HNSCC16_P4_C12,CRC,oscc16,N0_pri
HNSCC16_P4_HNSCC16_P4_C01,CRC,oscc16,N0_pri
HNSCC16_P4_HNSCC16_P4_D12,CRC,oscc16,N0_pri
HNSCC16_P4_HNSCC16_P4_G03,CRC,oscc16,N0_pri
HNSCC16_P4_HNSCC16_P4_H12,CRC,oscc16,N0_pri
HNSCC16_P4_HNSCC16_P4_H06,CRC,oscc16,N0_pri
HNSCC16_P4_HNSCC16_P4_F07,CRC,oscc16,N0_pri
HNSCC16_P4_HNSCC16_P4_D06,CRC,oscc16,N0_pri
HNSCC16_P4_HNSCC16_P4_F06,CRC,oscc16,N0_pri
HNSCC16_P4_HNSCC16_P4_A09,CRC,oscc16,N0_pri
HNSCC16_P4_HNSCC16_P4_G12,CRC,oscc16,N0_pri
HNSCC16_P4_HNSCC16_P4_F04,CRC,oscc16,N0_pri
HNSCC16_P4_HNSCC16_P4_A11,CRC,oscc16,N0_pri
HNSCC16_P7_HNSCC16_P7_H01,CRC,oscc16,N0_pri
HNSCC16_P7_HNSCC16_P7_A12,CRC,oscc16,N0_pri
HNSCC16_P7_HNSCC16_P7_H09,CRC,oscc16,N0_pri
HNSCC16_P7_HNSCC16_P7_E05,CRC,oscc16,N0_pri
HNSCC16_P7_HNSCC16_P7_B12,CRC,oscc16,N0_pri
HNSCC16_P7_HNSCC16_P7_E09,CRC,oscc16,N0_pri
HNSCC16_P7_HNSCC16_P7_D02,CRC,oscc16,N0_pri
HNSCC16_P7_HNSCC16_P7_A04,CRC,oscc16,N0_pri
HNSCC16_P7_HNSCC16_P7_H03,CRC,oscc16,N0_pri
HNSCC16_P7_HNSCC16_P7_B02,CRC,oscc16,N0_pri
HNSCC16_P7_HNSCC16_P7_F03,CRC,oscc16,N0_pri
HNSCC16_P7_HNSCC16_P7_E10,CRC,oscc16,N0_pri
HNSCC16_P7_HNSCC16_P7_D08,CRC,oscc16,N0_pri
HNSCC16_P7_HNSCC16_P7_B10,CRC,oscc16,N0_pri
HNSCC16_P7_HNSCC16_P7_H04,CRC,oscc16,N0_pri
HNSCC16_P7_HNSCC16_P7_F08,CRC,oscc16,N0_pri
HNSCC16_P7_HNSCC16_P7_C12,CRC,oscc16,N0_pri
HNSCC16_P7_HNSCC16_P7_C05,CRC,oscc16,N0_pri
HNSCC16_P7_HNSCC16_P7_E07,CRC,oscc16,N0_pri
HNSCC16_P7_HNSCC16_P7_D04,CRC,oscc16,N0_pri
HNSCC16_P7_HNSCC16_P7_G08,CRC,oscc16,N0_pri
HNSCC12_p11_HNSCC12_P11_H12,CRC,oscc12,N0_pri
HNSCC12_p11_HNSCC12_P11_F12,CRC,oscc12,N0_pri
HNSCC12_p11_HNSCC12_P11_G12,CRC,oscc12,N0_pri
HNSCC12_p11_HNSCC12_P11_F09,CRC,oscc12,N0_pri
HNSCC17_P4_F02_S158_comb,CRC,oscc17,N0_pri
HNSCC17_P4_D10_S142_comb,CRC,oscc17,N0_pri
HNSCC17_P4_D05_S137_comb,CRC,oscc17,N0_pri
HNSCC17_P4_C01_S121_comb,CRC,oscc17,N0_pri
HNSCC17_P4_F04_S160_comb,CRC,oscc17,N0_pri
HNSCC17_P4_C03_S123_comb,CRC,oscc17,N0_pri
HNSCC17_P4_H06_S186_comb,CRC,oscc17,N0_pri
HNSCC17_P4_C05_S125_comb,CRC,oscc17,N0_pri
HNSCC17_P4_E05_S149_comb,CRC,oscc17,N0_pri
HNSCC17_P4_E12_S156_comb,CRC,oscc17,N0_pri
HNSCC17_P4_D02_S134_comb,CRC,oscc17,N0_pri
HNSCC17_P4_A10_S106_comb,CRC,oscc17,N0_pri
HNSCC17_P4_D06_S138_comb,CRC,oscc17,N0_pri
HNSCC17_P4_G09_S177_comb,CRC,oscc17,N0_pri
HNSCC17_P4_E07_S151_comb,CRC,oscc17,N0_pri
HNSCC17_P4_E11_S155_comb,CRC,oscc17,N0_pri
HNSCC17_P4_F03_S159_comb,CRC,oscc17,N0_pri
HNSCC17_P4_F09_S165_comb,CRC,oscc17,N0_pri
HNSCC17_P4_G08_S176_comb,CRC,oscc17,N0_pri
HNSCC17_P4_F05_S161_comb,CRC,oscc17,N0_pri
HNSCC17_P4_H05_S185_comb,CRC,oscc17,N0_pri
HNSCC17_P4_E09_S153_comb,CRC,oscc17,N0_pri
HNSCC17_P4_B02_S110_comb,CRC,oscc17,N0_pri
HNSCC17_P4_D03_S135_comb,CRC,oscc17,N0_pri
HNSCC17_P4_H08_S188_comb,CRC,oscc17,N0_pri
HNSCC17_P4_D07_S139_comb,CRC,oscc17,N0_pri
HNSCC17_P4_F07_S163_comb,CRC,oscc17,N0_pri
HNSCC17_P4_B08_S116_comb,CRC,oscc17,N0_pri
HNSCC17_P4_C07_S127_comb,CRC,oscc17,N0_pri
HNSCC17_P4_G04_S172_comb,CRC,oscc17,N0_pri
HNSCC17_P4_H01_S181_comb,CRC,oscc17,N0_pri
HNSCC17_P4_F12_S168_comb,CRC,oscc17,N0_pri
HNSCC17_P4_A09_S105_comb,CRC,oscc17,N0_pri
HNSCC17_P4_B09_S117_comb,CRC,oscc17,N0_pri
HNSCC17_P4_G06_S174_comb,CRC,oscc17,N0_pri
HNSCC17_P4_G03_S171_comb,CRC,oscc17,N0_pri
HNSCC17_P4_A04_S100_comb,CRC,oscc17,N0_pri
HNSCC17_P4_H07_S187_comb,CRC,oscc17,N0_pri
HNSCC17_P4_A11_S107_comb,CRC,oscc17,N0_pri
HNSCC17_P4_D09_S141_comb,CRC,oscc17,N0_pri
HNSCC17_P4_D08_S140_comb,CRC,oscc17,N0_pri
HNSCC17_P4_D01_S133_comb,CRC,oscc17,N0_pri
HNSCC17_P4_G01_S169_comb,CRC,oscc17,N0_pri
HNSCC17_P4_H02_S182_comb,CRC,oscc17,N0_pri
HNSCC17_P4_E04_S148_comb,CRC,oscc17,N0_pri
HNSCC17_P4_A06_S102_comb,CRC,oscc17,N0_pri
HNSCC17_P4_G11_S179_comb,CRC,oscc17,N0_pri
HNSCC17_P4_F10_S166_comb,CRC,oscc17,N0_pri
HNSCC17_P4_B10_S118_comb,CRC,oscc17,N0_pri
HNSCC17_P4_G10_S178_comb,CRC,oscc17,N0_pri
HNSCC17_P4_E03_S147_comb,CRC,oscc17,N0_pri
HNSCC17_P4_A07_S103_comb,CRC,oscc17,N0_pri
HNSCC17_P4_C02_S122_comb,CRC,oscc17,N0_pri
HNSCC17_P4_E01_S145_comb,CRC,oscc17,N0_pri
HNSCC17_P4_C08_S128_comb,CRC,oscc17,N0_pri
HNSCC17_P4_A03_S99_comb,CRC,oscc17,N0_pri
HNSCC17_P4_H09_S189_comb,CRC,oscc17,N0_pri
HNSCC17_P4_A08_S104_comb,CRC,oscc17,N0_pri
HNSCC17_P4_E10_S154_comb,CRC,oscc17,N0_pri
HNSCC17_P4_E02_S146_comb,CRC,oscc17,N0_pri
HNSCC17_P4_D04_S136_comb,CRC,oscc17,N0_pri
HNSCC17_P4_H04_S184_comb,CRC,oscc17,N0_pri
HNSCC17_P4_C06_S126_comb,CRC,oscc17,N0_pri
HNSCC17_P4_E06_S150_comb,CRC,oscc17,N0_pri
HNSCC17_P4_B04_S112_comb,CRC,oscc17,N0_pri
HNSCC17_P4_C09_S129_comb,CRC,oscc17,N0_pri
HNSCC17_P4_F06_S162_comb,CRC,oscc17,N0_pri
HNSCC17_P4_H03_S183_comb,CRC,oscc17,N0_pri
HNSCC17_P4_C12_S132_comb,CRC,oscc17,N0_pri
HN26_P14_D11_S239_comb,CRC,oscc26,LNM_met
HN26_P25_H09_S189_comb,CRC,oscc26,LNM_met
HN26_P14_H06_S282_comb,CRC,oscc26,LNM_met
HN25_P25_C04_S316_comb,CRC,oscc25,LNM_met
HN26_P25_C09_S129_comb,CRC,oscc26,LNM_met
HNSCC26_P24_H05_S377_comb,CRC,oscc26,LNM_met
HN25_P24_B02_S110_comb,CRC,oscc25,LNM_met
HN26_P5_H01_S85_comb,CRC,oscc26,LNM_pri
HN26_P5_E06_S54_comb,CRC,oscc26,LNM_pri
HN26_P26_H05_S377_comb,CRC,oscc26,LNM_met
HNSCC26_P24_F12_S360_comb,CRC,oscc26,LNM_met
HNSCC26_P24_F03_S351_comb,CRC,oscc26,LNM_met
HN26_P6_D08_S44_comb,CRC,oscc26,LNM_pri
HNSCC26_P24_C01_S313_comb,CRC,oscc26,LNM_met
HN25_P25_B12_S312_comb,CRC,oscc25,LNM_met
HN25_P5_E11_S59_comb,CRC,oscc25,LNM_pri
HN26_P25_E02_S146_comb,CRC,oscc26,LNM_met
HN26_P26_E10_S346_comb,CRC,oscc26,LNM_met
HN26_P6_B04_S16_comb,CRC,oscc26,LNM_pri
HNSCC26_P24_D01_S325_comb,CRC,oscc26,LNM_met
HN25_P24_H02_S182_comb,CRC,oscc25,LNM_met
HN26_P13_E03_S147_comb,CRC,oscc26,LNM_met
HN26_P25_B03_S111_comb,CRC,oscc26,LNM_met
HN26_P5_H08_S92_comb,CRC,oscc26,LNM_pri
HNSCC26_P24_D02_S326_comb,CRC,oscc26,LNM_met
HN26_P5_D09_S45_comb,CRC,oscc26,LNM_pri
HN26_P25_A01_S97_comb,CRC,oscc26,LNM_met
HN26_P25_A03_S99_comb,CRC,oscc26,LNM_met
HN25_P5_B12_S24_comb,CRC,oscc25,LNM_pri
HN26_P13_C04_S124_comb,CRC,oscc26,LNM_met
HN25_P25_A12_S300_comb,CRC,oscc25,LNM_met
HNSCC26_P12_H07_S283_comb,CRC,oscc26,LNM_met
HN26_P25_C02_S122_comb,CRC,oscc26,LNM_met
HN26_P26_F06_S354_comb,CRC,oscc26,LNM_met
HN25_P25_C07_S319_comb,CRC,oscc25,LNM_met
HNSCC26_P24_C09_S321_comb,CRC,oscc26,LNM_met
HNSCC26_P24_B09_S309_comb,CRC,oscc26,LNM_met
HN26_P13_D06_S138_comb,CRC,oscc26,LNM_met
HN28_P15_B12_S312_comb,CRC,oscc28,LNM_met
HN26_P25_G03_S171_comb,CRC,oscc26,LNM_met
HN26_P25_E03_S147_comb,CRC,oscc26,LNM_met
HN26_P25_F09_S165_comb,CRC,oscc26,LNM_met
HN26_P6_B02_S14_comb,CRC,oscc26,LNM_pri
HNSCC26_P24_A09_S297_comb,CRC,oscc26,LNM_met
HNSCC26_P24_F11_S359_comb,CRC,oscc26,LNM_met
HN26_P13_B04_S112_comb,CRC,oscc26,LNM_met
HN25_P5_E09_S57_comb,CRC,oscc25,LNM_pri
HN26_P26_D03_S327_comb,CRC,oscc26,LNM_met
HN26_P14_B04_S208_comb,CRC,oscc26,LNM_met
HN26_P14_H03_S279_comb,CRC,oscc26,LNM_met
HN26_P25_G08_S176_comb,CRC,oscc26,LNM_met
HN25_P25_G12_S372_comb,CRC,oscc25,LNM_met
HNSCC26_P12_F04_S256_comb,CRC,oscc26,LNM_met
HN26_P6_B05_S17_comb,CRC,oscc26,LNM_pri
HN26_P26_H04_S376_comb,CRC,oscc26,LNM_met
HN26_P5_F02_S62_comb,CRC,oscc26,LNM_pri
HN26_P14_C10_S226_comb,CRC,oscc26,LNM_met
HNSCC26_P24_H08_S380_comb,CRC,oscc26,LNM_met
HN25_P5_D12_S48_comb,CRC,oscc25,LNM_pri
HN25_P5_F12_S72_comb,CRC,oscc25,LNM_pri
HN26_P14_C04_S220_comb,CRC,oscc26,LNM_met
HN26_P26_B12_S312_comb,CRC,oscc26,LNM_met
HN25_P23_B12_S216_comb,CRC,oscc25,LNM_met
HN26_P25_H04_S184_comb,CRC,oscc26,LNM_met
HN26_P26_D12_S336_comb,CRC,oscc26,LNM_met
HN26_P26_F07_S355_comb,CRC,oscc26,LNM_met
HN28_P15_G07_S367_comb,CRC,oscc28,LNM_met
HN28_P15_F12_S360_comb,CRC,oscc28,LNM_met
HN26_P25_C12_S132_comb,CRC,oscc26,LNM_met
HN25_P5_F09_S69_comb,CRC,oscc25,LNM_pri
HN25_P23_E12_S252_comb,CRC,oscc25,LNM_met
HN25_P24_F07_S163_comb,CRC,oscc25,LNM_met
HN25_P23_G06_S270_comb,CRC,oscc25,LNM_met
HN25_P24_G10_S178_comb,CRC,oscc25,LNM_met
HN26_P14_D05_S233_comb,CRC,oscc26,LNM_met
HN26_P14_A01_S193_comb,CRC,oscc26,LNM_met
HNSCC26_P24_C10_S322_comb,CRC,oscc26,LNM_met
HN26_P26_H09_S381_comb,CRC,oscc26,LNM_met
HN26_P26_B08_S308_comb,CRC,oscc26,LNM_met
HN26_P25_D02_S134_comb,CRC,oscc26,LNM_met
HN26_P26_C04_S316_comb,CRC,oscc26,LNM_met
HN26_P25_B08_S116_comb,CRC,oscc26,LNM_met
HN26_P14_B09_S213_comb,CRC,oscc26,LNM_met
HN25_P23_B01_S205_comb,CRC,oscc25,LNM_met
HN25_P5_A07_S7_comb,CRC,oscc25,LNM_pri
HN26_P13_D01_S133_comb,CRC,oscc26,LNM_met
HN26_P6_B08_S20_comb,CRC,oscc26,LNM_pri
HN26_P5_A09_S9_comb,CRC,oscc26,LNM_pri
HN26_P25_H01_S181_comb,CRC,oscc26,LNM_met
HNSCC26_P24_B11_S311_comb,CRC,oscc26,LNM_met
HN26_P13_F01_S157_comb,CRC,oscc26,LNM_met
HN26_P5_A07_S7_comb,CRC,oscc26,LNM_pri
HNSCC26_P12_F08_S260_comb,CRC,oscc26,LNM_met
HN26_P5_G06_S78_comb,CRC,oscc26,LNM_pri
HNSCC26_P24_B01_S301_comb,CRC,oscc26,LNM_met
HNSCC26_P24_E02_S338_comb,CRC,oscc26,LNM_met
HN25_P25_C10_S322_comb,CRC,oscc25,LNM_met
HN28_P15_C07_S319_comb,CRC,oscc28,LNM_met
HN28_P15_E02_S338_comb,CRC,oscc28,LNM_met
HN25_P25_D09_S333_comb,CRC,oscc25,LNM_met
HN28_P15_F10_S358_comb,CRC,oscc28,LNM_met
HNSCC26_P24_D12_S336_comb,CRC,oscc26,LNM_met
HN26_P6_D05_S41_comb,CRC,oscc26,LNM_pri
HN28_P15_D12_S336_comb,CRC,oscc28,LNM_met
HN26_P25_C03_S123_comb,CRC,oscc26,LNM_met
HNSCC26_P24_B12_S312_comb,CRC,oscc26,LNM_met
HNSCC26_P24_G05_S365_comb,CRC,oscc26,LNM_met
HN25_P25_H06_S378_comb,CRC,oscc25,LNM_met
HN26_P25_G05_S173_comb,CRC,oscc26,LNM_met
HN26_P14_B11_S215_comb,CRC,oscc26,LNM_met
HNSCC26_P24_B08_S308_comb,CRC,oscc26,LNM_met
HN26_P6_H06_S90_comb,CRC,oscc26,LNM_pri
HN26_P26_E08_S344_comb,CRC,oscc26,LNM_met
HN25_P25_D05_S329_comb,CRC,oscc25,LNM_met
HN26_P14_D10_S238_comb,CRC,oscc26,LNM_met
HN26_P14_D06_S234_comb,CRC,oscc26,LNM_met
HNSCC26_P24_F09_S357_comb,CRC,oscc26,LNM_met
HN25_P25_A09_S297_comb,CRC,oscc25,LNM_met
HN26_P25_F05_S161_comb,CRC,oscc26,LNM_met
HNSCC26_P12_F11_S263_comb,CRC,oscc26,LNM_met
HN26_P25_C04_S124_comb,CRC,oscc26,LNM_met
HN28_P15_A07_S295_comb,CRC,oscc28,LNM_met
HN25_P5_C09_S33_comb,CRC,oscc25,LNM_pri
HN26_P14_F02_S254_comb,CRC,oscc26,LNM_met
HN25_P5_G02_S74_comb,CRC,oscc25,LNM_pri
HNSCC26_P24_D11_S335_comb,CRC,oscc26,LNM_met
HN26_P25_A05_S101_comb,CRC,oscc26,LNM_met
HN26_P14_F03_S255_comb,CRC,oscc26,LNM_met
HN25_P5_D08_S44_comb,CRC,oscc25,LNM_pri
HN28_P15_G03_S363_comb,CRC,oscc28,LNM_met
HN26_P26_G04_S364_comb,CRC,oscc26,LNM_met
HN28_P6_H09_S189_comb,CRC,oscc28,LNM_pri
HNSCC26_P24_D04_S328_comb,CRC,oscc26,LNM_met
HN26_P5_A06_S6_comb,CRC,oscc26,LNM_pri
HNSCC26_P12_H10_S286_comb,CRC,oscc26,LNM_met
HN28_P15_D05_S329_comb,CRC,oscc28,LNM_met
HN25_P5_A06_S6_comb,CRC,oscc25,LNM_pri
HN26_P14_D04_S232_comb,CRC,oscc26,LNM_met
HN26_P26_F04_S352_comb,CRC,oscc26,LNM_met
HNSCC26_P24_H06_S378_comb,CRC,oscc26,LNM_met
HNSCC26_P24_A05_S293_comb,CRC,oscc26,LNM_met
HN26_P14_E12_S252_comb,CRC,oscc26,LNM_met
HN26_P26_B01_S301_comb,CRC,oscc26,LNM_met
HNSCC26_P24_E01_S337_comb,CRC,oscc26,LNM_met
HNSCC26_P12_D04_S232_comb,CRC,oscc26,LNM_met
HNSCC26_P24_B02_S302_comb,CRC,oscc26,LNM_met
HN26_P26_B09_S309_comb,CRC,oscc26,LNM_met
HNSCC26_P12_D10_S238_comb,CRC,oscc26,LNM_met
HN25_P23_H04_S280_comb,CRC,oscc25,LNM_met
HN26_P13_F12_S168_comb,CRC,oscc26,LNM_met
HN25_P25_C03_S315_comb,CRC,oscc25,LNM_met
HN26_P25_B05_S113_comb,CRC,oscc26,LNM_met
HN25_P24_G05_S173_comb,CRC,oscc25,LNM_met
HN26_P25_C07_S127_comb,CRC,oscc26,LNM_met
HN26_P25_B10_S118_comb,CRC,oscc26,LNM_met
HN25_P5_E07_S55_comb,CRC,oscc25,LNM_pri
HN28_P15_F09_S357_comb,CRC,oscc28,LNM_met
HN26_P14_F10_S262_comb,CRC,oscc26,LNM_met
HN25_P24_E10_S154_comb,CRC,oscc25,LNM_met
HN28_P15_E01_S337_comb,CRC,oscc28,LNM_met
HN26_P25_A08_S104_comb,CRC,oscc26,LNM_met
HN26_P26_F02_S350_comb,CRC,oscc26,LNM_met
HNSCC26_P12_A07_S199_comb,CRC,oscc26,LNM_met
HN26_P5_H10_S94_comb,CRC,oscc26,LNM_pri
HN28_P15_G12_S372_comb,CRC,oscc28,LNM_met
HN25_P24_G07_S175_comb,CRC,oscc25,LNM_met
HN26_P25_F10_S166_comb,CRC,oscc26,LNM_met
HN26_P13_E12_S156_comb,CRC,oscc26,LNM_met
HN25_P5_C07_S31_comb,CRC,oscc25,LNM_pri
HN25_P24_B04_S112_comb,CRC,oscc25,LNM_met
HN26_P14_G10_S274_comb,CRC,oscc26,LNM_met
HN25_P23_G01_S265_comb,CRC,oscc25,LNM_met
HNSCC26_P24_A07_S295_comb,CRC,oscc26,LNM_met
HN26_P14_B03_S207_comb,CRC,oscc26,LNM_met
HN25_P5_G03_S75_comb,CRC,oscc25,LNM_pri
HN25_P23_E06_S246_comb,CRC,oscc25,LNM_met
HN25_P5_B10_S22_comb,CRC,oscc25,LNM_pri
HN25_P5_C02_S26_comb,CRC,oscc25,LNM_pri
HN25_P24_G01_S169_comb,CRC,oscc25,LNM_met
HNSCC26_P12_B06_S210_comb,CRC,oscc26,LNM_met
HN25_P24_G08_S176_comb,CRC,oscc25,LNM_met
HN28_P15_E08_S344_comb,CRC,oscc28,LNM_met
HN26_P6_C06_S30_comb,CRC,oscc26,LNM_pri
HN26_P25_D05_S137_comb,CRC,oscc26,LNM_met
HN25_P23_F08_S260_comb,CRC,oscc25,LNM_met
HN25_P25_G11_S371_comb,CRC,oscc25,LNM_met
HNSCC26_P12_B01_S205_comb,CRC,oscc26,LNM_met
HN26_P25_F02_S158_comb,CRC,oscc26,LNM_met
HN25_P5_D09_S45_comb,CRC,oscc25,LNM_pri
HNSCC26_P24_G09_S369_comb,CRC,oscc26,LNM_met
HN26_P13_E05_S149_comb,CRC,oscc26,LNM_met
HN25_P23_D01_S229_comb,CRC,oscc25,LNM_met
HN26_P13_F11_S167_comb,CRC,oscc26,LNM_met
HN26_P25_A12_S108_comb,CRC,oscc26,LNM_met
HN28_P15_D08_S332_comb,CRC,oscc28,LNM_met
HNSCC26_P24_D06_S330_comb,CRC,oscc26,LNM_met
HN25_P24_E01_S145_comb,CRC,oscc25,LNM_met
HNSCC26_P24_G01_S361_comb,CRC,oscc26,LNM_met
HN26_P26_A10_S298_comb,CRC,oscc26,LNM_met
HN26_P13_E01_S145_comb,CRC,oscc26,LNM_met
HN26_P25_E04_S148_comb,CRC,oscc26,LNM_met
HN26_P14_A04_S196_comb,CRC,oscc26,LNM_met
HN28_P15_C02_S314_comb,CRC,oscc28,LNM_met
HNSCC26_P12_D08_S236_comb,CRC,oscc26,LNM_met
HN25_P24_F01_S157_comb,CRC,oscc25,LNM_met
HN26_P5_D01_S37_comb,CRC,oscc26,LNM_pri
HN26_P6_A04_S4_comb,CRC,oscc26,LNM_pri
HN26_P26_B07_S307_comb,CRC,oscc26,LNM_met
HN28_P15_F06_S354_comb,CRC,oscc28,LNM_met
HN25_P5_E01_S49_comb,CRC,oscc25,LNM_pri
HNSCC26_P24_H07_S379_comb,CRC,oscc26,LNM_met
HN26_P26_G01_S361_comb,CRC,oscc26,LNM_met
HN26_P26_A12_S300_comb,CRC,oscc26,LNM_met
HN26_P14_C12_S228_comb,CRC,oscc26,LNM_met
HN26_P5_D06_S42_comb,CRC,oscc26,LNM_pri
HN28_P15_B04_S304_comb,CRC,oscc28,LNM_met
HN26_P6_H10_S94_comb,CRC,oscc26,LNM_pri
HN26_P26_C05_S317_comb,CRC,oscc26,LNM_met
HN25_P25_G02_S362_comb,CRC,oscc25,LNM_met
HN25_P24_F12_S168_comb,CRC,oscc25,LNM_met
HN26_P25_H08_S188_comb,CRC,oscc26,LNM_met
HN26_P25_H06_S186_comb,CRC,oscc26,LNM_met
HN25_P24_B07_S115_comb,CRC,oscc25,LNM_met
HN26_P25_H05_S185_comb,CRC,oscc26,LNM_met
HNSCC26_P24_E12_S348_comb,CRC,oscc26,LNM_met
HN26_P6_G01_S73_comb,CRC,oscc26,LNM_pri
HN25_P25_B05_S305_comb,CRC,oscc25,LNM_met
HN26_P25_D08_S140_comb,CRC,oscc26,LNM_met
HN26_P13_G01_S169_comb,CRC,oscc26,LNM_met
HN25_P24_B01_S109_comb,CRC,oscc25,LNM_met
HN26_P26_D07_S331_comb,CRC,oscc26,LNM_met
HNSCC26_P24_G06_S366_comb,CRC,oscc26,LNM_met
HNSCC26_P12_F06_S258_comb,CRC,oscc26,LNM_met
HN25_P5_F11_S71_comb,CRC,oscc25,LNM_pri
HN26_P26_H03_S375_comb,CRC,oscc26,LNM_met
HN26_P6_H04_S88_comb,CRC,oscc26,LNM_pri
HN26_P13_D11_S143_comb,CRC,oscc26,LNM_met
HN26_P26_B02_S302_comb,CRC,oscc26,LNM_met
HN25_P24_A02_S98_comb,CRC,oscc25,LNM_met
HN26_P25_G04_S172_comb,CRC,oscc26,LNM_met
HN26_P6_A05_S5_comb,CRC,oscc26,LNM_pri
HN25_P5_B09_S21_comb,CRC,oscc25,LNM_pri
HN28_P15_D09_S333_comb,CRC,oscc28,LNM_met
HN26_P13_A08_S104_comb,CRC,oscc26,LNM_met
HN26_P25_B07_S115_comb,CRC,oscc26,LNM_met
HNSCC26_P12_G07_S271_comb,CRC,oscc26,LNM_met
HN28_P15_B02_S302_comb,CRC,oscc28,LNM_met
HN26_P6_E03_S51_comb,CRC,oscc26,LNM_pri
HN25_P25_E08_S344_comb,CRC,oscc25,LNM_met
HN28_P15_D10_S334_comb,CRC,oscc28,LNM_met
HNSCC26_P24_F07_S355_comb,CRC,oscc26,LNM_met
HNSCC26_P24_D07_S331_comb,CRC,oscc26,LNM_met
HN26_P6_A09_S9_comb,CRC,oscc26,LNM_pri
HN25_P5_G05_S77_comb,CRC,oscc25,LNM_pri
HN26_P26_G09_S369_comb,CRC,oscc26,LNM_met
HNSCC26_P24_F05_S353_comb,CRC,oscc26,LNM_met
HN28_P15_A03_S291_comb,CRC,oscc28,LNM_met
HNSCC26_P24_C02_S314_comb,CRC,oscc26,LNM_met
HN26_P6_F02_S62_comb,CRC,oscc26,LNM_pri
HN26_P6_G07_S79_comb,CRC,oscc26,LNM_pri
HNSCC26_P12_C02_S218_comb,CRC,oscc26,LNM_met
HNSCC26_P24_A04_S292_comb,CRC,oscc26,LNM_met
HN28_P15_H06_S378_comb,CRC,oscc28,LNM_met
HN26_P26_H11_S383_comb,CRC,oscc26,LNM_met
HN28_P14_D07_S139_comb,CRC,oscc28,LNM_met
HN28_P3P4_D07_S43_comb,CRC,oscc28,LNM_pri
HN28_P14_G09_S177_comb,CRC,oscc28,LNM_met
HN28_P14_G04_S172_comb,CRC,oscc28,LNM_met
HN28_P5_G05_S269_comb,CRC,oscc28,LNM_pri
HN28_P3P4_H01_S85_comb,CRC,oscc28,LNM_pri
HN28_P5_E07_S247_comb,CRC,oscc28,LNM_pri
HN28_P5_B02_S206_comb,CRC,oscc28,LNM_pri
HN28_P14_A06_S102_comb,CRC,oscc28,LNM_met
HN28_P14_G02_S170_comb,CRC,oscc28,LNM_met
HN28_P3P4_D09_S45_comb,CRC,oscc28,LNM_pri
HN28_P14_C07_S127_comb,CRC,oscc28,LNM_met
HN28_P14_C06_S126_comb,CRC,oscc28,LNM_met
HN28_P14_A10_S106_comb,CRC,oscc28,LNM_met
HN28_P14_B07_S115_comb,CRC,oscc28,LNM_met
HN28_P14_A07_S103_comb,CRC,oscc28,LNM_met
HN28_P5_A09_S201_comb,CRC,oscc28,LNM_pri
HN28_P14_F11_S167_comb,CRC,oscc28,LNM_met
HN28_P14_E08_S152_comb,CRC,oscc28,LNM_met
HN28_P14_C10_S130_comb,CRC,oscc28,LNM_met
HN28_P3P4_A06_S6_comb,CRC,oscc28,LNM_pri
HN28_P5_H02_S278_comb,CRC,oscc28,LNM_pri
HN28_P3P4_B12_S24_comb,CRC,oscc28,LNM_pri
HN28_P14_D12_S144_comb,CRC,oscc28,LNM_met
HN28_P3P4_H04_S88_comb,CRC,oscc28,LNM_pri
HN28_P5_C04_S220_comb,CRC,oscc28,LNM_pri
HN28_P14_H02_S182_comb,CRC,oscc28,LNM_met
HN28_P3P4_D01_S37_comb,CRC,oscc28,LNM_pri
HN28_P5_F11_S263_comb,CRC,oscc28,LNM_pri
HN28_P14_G08_S176_comb,CRC,oscc28,LNM_met
HN28_P5_H01_S277_comb,CRC,oscc28,LNM_pri
HN28_P5_F12_S264_comb,CRC,oscc28,LNM_pri
HN28_P5_B09_S213_comb,CRC,oscc28,LNM_pri
HN28_P5_C05_S221_comb,CRC,oscc28,LNM_pri
HN28_P5_B08_S212_comb,CRC,oscc28,LNM_pri
HN28_P3P4_A09_S9_comb,CRC,oscc28,LNM_pri
HN28_P14_G05_S173_comb,CRC,oscc28,LNM_met
HN28_P5_G08_S272_comb,CRC,oscc28,LNM_pri
HN28_P14_F01_S157_comb,CRC,oscc28,LNM_met
HN28_P14_F02_S158_comb,CRC,oscc28,LNM_met
HN28_P5_D05_S233_comb,CRC,oscc28,LNM_pri
HN28_P14_G06_S174_comb,CRC,oscc28,LNM_met
HN28_P14_H12_S192_comb,CRC,oscc28,LNM_met
HN28_P5_A04_S196_comb,CRC,oscc28,LNM_pri
HN28_P14_A05_S101_comb,CRC,oscc28,LNM_met
HN28_P5_F10_S262_comb,CRC,oscc28,LNM_pri
HNSCC25_P20_E07_S343_comb,CRC,oscc25,LNM_met
HNSCC25_P20_E09_S345_comb,CRC,oscc25,LNM_met
HNSCC25_P2_G09_S81_comb,CRC,oscc25,LNM_pri
